"year","quarter","day_of_week_num","hour_of_day","attribute_name","attribute_value","n_obs","probability"
"2025","3","3","15","complexity_bucket","UNKNOWN","2","0.0137"
"2025","3","3","16","acuity","1","2","0.0133"
"2025","3","3","16","acuity","2","49","0.3267"
"2025","3","3","16","acuity","3","84","0.5600"
"2025","3","3","16","acuity","4","14","0.0933"
"2025","3","3","16","acuity","5","1","0.0067"
"2025","3","3","16","age_group","18-64","103","0.6867"
"2025","3","3","16","age_group","65-84","35","0.2333"
"2025","3","3","16","age_group","85+","5","0.0333"
"2025","3","3","16","age_group","<18","7","0.0467"
"2025","3","3","16","arrival_mode","air_transport","1","0.0067"
"2025","3","3","16","arrival_mode","ground_ambulance","37","0.2467"
"2025","3","3","16","arrival_mode","self_presented","112","0.7467"
"2025","3","3","16","behavioral_health_flag","0","145","0.9667"
"2025","3","3","16","behavioral_health_flag","1","5","0.0333"
"2025","3","3","16","complexity_bucket","critical_care","9","0.0600"
"2025","3","3","16","complexity_bucket","high","68","0.4533"
"2025","3","3","16","complexity_bucket","low","29","0.1933"
"2025","3","3","16","complexity_bucket","moderate","38","0.2533"
"2025","3","3","16","complexity_bucket","straightforward","5","0.0333"
"2025","3","3","16","complexity_bucket","UNKNOWN","1","0.0067"
"2025","3","3","17","acuity","2","57","0.3677"
"2025","3","3","17","acuity","3","80","0.5161"
"2025","3","3","17","acuity","4","14","0.0903"
"2025","3","3","17","acuity","5","1","0.0065"
"2025","3","3","17","acuity","UNKNOWN","3","0.0194"
"2025","3","3","17","age_group","18-64","109","0.7032"
"2025","3","3","17","age_group","65-84","25","0.1613"
"2025","3","3","17","age_group","85+","10","0.0645"
"2025","3","3","17","age_group","<18","10","0.0645"
"2025","3","3","17","age_group","UNKNOWN","1","0.0065"
"2025","3","3","17","arrival_mode","ground_ambulance","30","0.1935"
"2025","3","3","17","arrival_mode","police_custody","2","0.0129"
"2025","3","3","17","arrival_mode","self_presented","123","0.7935"
"2025","3","3","17","behavioral_health_flag","0","148","0.9548"
"2025","3","3","17","behavioral_health_flag","1","7","0.0452"
"2025","3","3","17","complexity_bucket","critical_care","7","0.0452"
"2025","3","3","17","complexity_bucket","high","76","0.4903"
"2025","3","3","17","complexity_bucket","low","17","0.1097"
"2025","3","3","17","complexity_bucket","moderate","48","0.3097"
"2025","3","3","17","complexity_bucket","straightforward","3","0.0194"
"2025","3","3","17","complexity_bucket","UNKNOWN","4","0.0258"
"2025","3","3","18","acuity","1","1","0.0072"
"2025","3","3","18","acuity","2","43","0.3094"
"2025","3","3","18","acuity","3","72","0.5180"
"2025","3","3","18","acuity","4","21","0.1511"
"2025","3","3","18","acuity","5","2","0.0144"
"2025","3","3","18","age_group","18-64","100","0.7194"
"2025","3","3","18","age_group","65-84","22","0.1583"
"2025","3","3","18","age_group","85+","9","0.0647"
"2025","3","3","18","age_group","<18","8","0.0576"
"2025","3","3","18","arrival_mode","ground_ambulance","29","0.2086"
"2025","3","3","18","arrival_mode","self_presented","110","0.7914"
"2025","3","3","18","behavioral_health_flag","0","136","0.9784"
"2025","3","3","18","behavioral_health_flag","1","3","0.0216"
"2025","3","3","18","complexity_bucket","critical_care","11","0.0791"
"2025","3","3","18","complexity_bucket","high","71","0.5108"
"2025","3","3","18","complexity_bucket","low","18","0.1295"
"2025","3","3","18","complexity_bucket","moderate","29","0.2086"
"2025","3","3","18","complexity_bucket","straightforward","6","0.0432"
"2025","3","3","18","complexity_bucket","UNKNOWN","4","0.0288"
"2025","3","3","19","acuity","2","51","0.3617"
"2025","3","3","19","acuity","3","68","0.4823"
"2025","3","3","19","acuity","4","18","0.1277"
"2025","3","3","19","acuity","5","2","0.0142"
"2025","3","3","19","acuity","UNKNOWN","2","0.0142"
"2025","3","3","19","age_group","18-64","105","0.7447"
"2025","3","3","19","age_group","65-84","30","0.2128"
"2025","3","3","19","age_group","85+","2","0.0142"
"2025","3","3","19","age_group","<18","3","0.0213"
"2025","3","3","19","age_group","UNKNOWN","1","0.0071"
"2025","3","3","19","arrival_mode","ground_ambulance","32","0.2270"
"2025","3","3","19","arrival_mode","self_presented","109","0.7730"
"2025","3","3","19","behavioral_health_flag","0","137","0.9716"
"2025","3","3","19","behavioral_health_flag","1","4","0.0284"
"2025","3","3","19","complexity_bucket","critical_care","16","0.1135"
"2025","3","3","19","complexity_bucket","high","70","0.4965"
"2025","3","3","19","complexity_bucket","low","15","0.1064"
"2025","3","3","19","complexity_bucket","moderate","35","0.2482"
"2025","3","3","19","complexity_bucket","straightforward","1","0.0071"
"2025","3","3","19","complexity_bucket","UNKNOWN","4","0.0284"
"2025","3","3","20","acuity","2","44","0.3308"
"2025","3","3","20","acuity","3","70","0.5263"
"2025","3","3","20","acuity","4","19","0.1429"
"2025","3","3","20","age_group","18-64","96","0.7218"
"2025","3","3","20","age_group","65-84","22","0.1654"
"2025","3","3","20","age_group","85+","2","0.0150"
"2025","3","3","20","age_group","<18","13","0.0977"
"2025","3","3","20","arrival_mode","ground_ambulance","21","0.1579"
"2025","3","3","20","arrival_mode","self_presented","112","0.8421"
"2025","3","3","20","behavioral_health_flag","0","125","0.9398"
"2025","3","3","20","behavioral_health_flag","1","8","0.0602"
"2025","3","3","20","complexity_bucket","critical_care","9","0.0677"
"2025","3","3","20","complexity_bucket","high","71","0.5338"
"2025","3","3","20","complexity_bucket","low","20","0.1504"
"2025","3","3","20","complexity_bucket","moderate","32","0.2406"
"2025","3","3","20","complexity_bucket","straightforward","1","0.0075"
"2025","3","3","21","acuity","1","2","0.0163"
"2025","3","3","21","acuity","2","35","0.2846"
"2025","3","3","21","acuity","3","70","0.5691"
"2025","3","3","21","acuity","4","15","0.1220"
"2025","3","3","21","acuity","UNKNOWN","1","0.0081"
"2025","3","3","21","age_group","18-64","95","0.7724"
"2025","3","3","21","age_group","65-84","21","0.1707"
"2025","3","3","21","age_group","85+","2","0.0163"
"2025","3","3","21","age_group","<18","5","0.0407"
"2025","3","3","21","arrival_mode","ground_ambulance","24","0.1951"
"2025","3","3","21","arrival_mode","police_custody","2","0.0163"
"2025","3","3","21","arrival_mode","self_presented","97","0.7886"
"2025","3","3","21","behavioral_health_flag","0","119","0.9675"
"2025","3","3","21","behavioral_health_flag","1","4","0.0325"
"2025","3","3","21","complexity_bucket","critical_care","16","0.1301"
"2025","3","3","21","complexity_bucket","high","60","0.4878"
"2025","3","3","21","complexity_bucket","low","13","0.1057"
"2025","3","3","21","complexity_bucket","moderate","25","0.2033"
"2025","3","3","21","complexity_bucket","straightforward","4","0.0325"
"2025","3","3","21","complexity_bucket","UNKNOWN","5","0.0407"
"2025","3","3","22","acuity","2","25","0.2475"
"2025","3","3","22","acuity","3","60","0.5941"
"2025","3","3","22","acuity","4","14","0.1386"
"2025","3","3","22","acuity","UNKNOWN","2","0.0198"
"2025","3","3","22","age_group","18-64","76","0.7525"
"2025","3","3","22","age_group","65-84","15","0.1485"
"2025","3","3","22","age_group","85+","2","0.0198"
"2025","3","3","22","age_group","<18","7","0.0693"
"2025","3","3","22","age_group","UNKNOWN","1","0.0099"
"2025","3","3","22","arrival_mode","ground_ambulance","17","0.1683"
"2025","3","3","22","arrival_mode","self_presented","84","0.8317"
"2025","3","3","22","behavioral_health_flag","0","96","0.9505"
"2025","3","3","22","behavioral_health_flag","1","5","0.0495"
"2025","3","3","22","complexity_bucket","critical_care","17","0.1683"
"2025","3","3","22","complexity_bucket","high","30","0.2970"
"2025","3","3","22","complexity_bucket","low","17","0.1683"
"2025","3","3","22","complexity_bucket","moderate","29","0.2871"
"2025","3","3","22","complexity_bucket","straightforward","5","0.0495"
"2025","3","3","22","complexity_bucket","UNKNOWN","3","0.0297"
"2025","3","3","23","acuity","2","26","0.3514"
"2025","3","3","23","acuity","3","38","0.5135"
"2025","3","3","23","acuity","4","10","0.1351"
"2025","3","3","23","age_group","18-64","61","0.8243"
"2025","3","3","23","age_group","65-84","5","0.0676"
"2025","3","3","23","age_group","85+","5","0.0676"
"2025","3","3","23","age_group","<18","3","0.0405"
"2025","3","3","23","arrival_mode","ground_ambulance","15","0.2027"
"2025","3","3","23","arrival_mode","self_presented","59","0.7973"
"2025","3","3","23","behavioral_health_flag","0","71","0.9595"
"2025","3","3","23","behavioral_health_flag","1","3","0.0405"
"2025","3","3","23","complexity_bucket","critical_care","14","0.1892"
"2025","3","3","23","complexity_bucket","high","32","0.4324"
"2025","3","3","23","complexity_bucket","low","9","0.1216"
"2025","3","3","23","complexity_bucket","moderate","18","0.2432"
"2025","3","3","23","complexity_bucket","straightforward","1","0.0135"
"2025","3","4","0","acuity","1","1","0.0217"
"2025","3","4","0","acuity","2","11","0.2391"
"2025","3","4","0","acuity","3","29","0.6304"
"2025","3","4","0","acuity","4","4","0.0870"
"2025","3","4","0","acuity","5","1","0.0217"
"2025","3","4","0","age_group","18-64","33","0.7174"
"2025","3","4","0","age_group","65-84","12","0.2609"
"2025","3","4","0","age_group","<18","1","0.0217"
"2025","3","4","0","arrival_mode","ground_ambulance","10","0.2174"
"2025","3","4","0","arrival_mode","self_presented","36","0.7826"
"2025","3","4","0","behavioral_health_flag","0","45","0.9783"
"2025","3","4","0","behavioral_health_flag","1","1","0.0217"
"2025","3","4","0","complexity_bucket","critical_care","6","0.1304"
"2025","3","4","0","complexity_bucket","high","18","0.3913"
"2025","3","4","0","complexity_bucket","low","5","0.1087"
"2025","3","4","0","complexity_bucket","moderate","15","0.3261"
