"year","quarter","day_of_week_num","hour_of_day","attribute_name","attribute_value","n_obs","probability"
"2025","4","2","3","behavioral_health_flag","1","1","0.0263"
"2025","4","2","3","complexity_bucket","critical_care","3","0.0789"
"2025","4","2","3","complexity_bucket","high","8","0.2105"
"2025","4","2","3","complexity_bucket","low","4","0.1053"
"2025","4","2","3","complexity_bucket","moderate","8","0.2105"
"2025","4","2","3","complexity_bucket","UNKNOWN","15","0.3947"
"2025","4","2","4","acuity","2","11","0.2500"
"2025","4","2","4","acuity","3","21","0.4773"
"2025","4","2","4","acuity","4","10","0.2273"
"2025","4","2","4","acuity","UNKNOWN","2","0.0455"
"2025","4","2","4","age_group","18-64","32","0.7273"
"2025","4","2","4","age_group","65-84","6","0.1364"
"2025","4","2","4","age_group","85+","2","0.0455"
"2025","4","2","4","age_group","<18","3","0.0682"
"2025","4","2","4","age_group","UNKNOWN","1","0.0227"
"2025","4","2","4","arrival_mode","ground_ambulance","9","0.2045"
"2025","4","2","4","arrival_mode","other_unknown","1","0.0227"
"2025","4","2","4","arrival_mode","self_presented","34","0.7727"
"2025","4","2","4","behavioral_health_flag","0","44","1.0000"
"2025","4","2","4","complexity_bucket","critical_care","4","0.0909"
"2025","4","2","4","complexity_bucket","high","10","0.2273"
"2025","4","2","4","complexity_bucket","low","5","0.1136"
"2025","4","2","4","complexity_bucket","moderate","7","0.1591"
"2025","4","2","4","complexity_bucket","straightforward","1","0.0227"
"2025","4","2","4","complexity_bucket","UNKNOWN","17","0.3864"
"2025","4","2","5","acuity","1","2","0.0526"
"2025","4","2","5","acuity","2","10","0.2632"
"2025","4","2","5","acuity","3","23","0.6053"
"2025","4","2","5","acuity","4","3","0.0789"
"2025","4","2","5","age_group","18-64","27","0.7105"
"2025","4","2","5","age_group","65-84","8","0.2105"
"2025","4","2","5","age_group","85+","2","0.0526"
"2025","4","2","5","age_group","UNKNOWN","1","0.0263"
"2025","4","2","5","arrival_mode","ground_ambulance","13","0.3421"
"2025","4","2","5","arrival_mode","self_presented","25","0.6579"
"2025","4","2","5","behavioral_health_flag","0","38","1.0000"
"2025","4","2","5","complexity_bucket","critical_care","2","0.0526"
"2025","4","2","5","complexity_bucket","high","10","0.2632"
"2025","4","2","5","complexity_bucket","moderate","4","0.1053"
"2025","4","2","5","complexity_bucket","straightforward","1","0.0263"
"2025","4","2","5","complexity_bucket","UNKNOWN","21","0.5526"
"2025","4","2","6","acuity","1","1","0.0233"
"2025","4","2","6","acuity","2","5","0.1163"
"2025","4","2","6","acuity","3","29","0.6744"
"2025","4","2","6","acuity","4","7","0.1628"
"2025","4","2","6","acuity","5","1","0.0233"
"2025","4","2","6","age_group","18-64","28","0.6512"
"2025","4","2","6","age_group","65-84","10","0.2326"
"2025","4","2","6","age_group","85+","1","0.0233"
"2025","4","2","6","age_group","<18","3","0.0698"
"2025","4","2","6","age_group","UNKNOWN","1","0.0233"
"2025","4","2","6","arrival_mode","ground_ambulance","9","0.2093"
"2025","4","2","6","arrival_mode","self_presented","34","0.7907"
"2025","4","2","6","behavioral_health_flag","0","42","0.9767"
"2025","4","2","6","behavioral_health_flag","1","1","0.0233"
"2025","4","2","6","complexity_bucket","critical_care","2","0.0465"
"2025","4","2","6","complexity_bucket","high","10","0.2326"
"2025","4","2","6","complexity_bucket","low","8","0.1860"
"2025","4","2","6","complexity_bucket","moderate","1","0.0233"
"2025","4","2","6","complexity_bucket","straightforward","1","0.0233"
"2025","4","2","6","complexity_bucket","UNKNOWN","21","0.4884"
"2025","4","2","7","acuity","2","11","0.1930"
"2025","4","2","7","acuity","3","34","0.5965"
"2025","4","2","7","acuity","4","10","0.1754"
"2025","4","2","7","acuity","UNKNOWN","2","0.0351"
"2025","4","2","7","age_group","18-64","37","0.6491"
"2025","4","2","7","age_group","65-84","14","0.2456"
"2025","4","2","7","age_group","85+","2","0.0351"
"2025","4","2","7","age_group","<18","1","0.0175"
"2025","4","2","7","age_group","UNKNOWN","3","0.0526"
"2025","4","2","7","arrival_mode","ground_ambulance","18","0.3158"
"2025","4","2","7","arrival_mode","self_presented","39","0.6842"
"2025","4","2","7","behavioral_health_flag","0","56","0.9825"
"2025","4","2","7","behavioral_health_flag","1","1","0.0175"
"2025","4","2","7","complexity_bucket","critical_care","1","0.0175"
"2025","4","2","7","complexity_bucket","high","17","0.2982"
"2025","4","2","7","complexity_bucket","low","6","0.1053"
"2025","4","2","7","complexity_bucket","moderate","14","0.2456"
"2025","4","2","7","complexity_bucket","straightforward","1","0.0175"
"2025","4","2","7","complexity_bucket","UNKNOWN","18","0.3158"
"2025","4","2","8","acuity","2","25","0.2315"
"2025","4","2","8","acuity","3","68","0.6296"
"2025","4","2","8","acuity","4","14","0.1296"
"2025","4","2","8","acuity","5","1","0.0093"
"2025","4","2","8","age_group","18-64","80","0.7407"
"2025","4","2","8","age_group","65-84","23","0.2130"
"2025","4","2","8","age_group","85+","3","0.0278"
"2025","4","2","8","age_group","<18","1","0.0093"
"2025","4","2","8","age_group","UNKNOWN","1","0.0093"
"2025","4","2","8","arrival_mode","ground_ambulance","14","0.1296"
"2025","4","2","8","arrival_mode","self_presented","94","0.8704"
"2025","4","2","8","behavioral_health_flag","0","108","1.0000"
"2025","4","2","8","complexity_bucket","critical_care","4","0.0370"
"2025","4","2","8","complexity_bucket","high","35","0.3241"
"2025","4","2","8","complexity_bucket","low","10","0.0926"
"2025","4","2","8","complexity_bucket","moderate","19","0.1759"
"2025","4","2","8","complexity_bucket","straightforward","1","0.0093"
"2025","4","2","8","complexity_bucket","UNKNOWN","39","0.3611"
"2025","4","2","9","acuity","1","2","0.0146"
"2025","4","2","9","acuity","2","35","0.2555"
"2025","4","2","9","acuity","3","79","0.5766"
"2025","4","2","9","acuity","4","19","0.1387"
"2025","4","2","9","acuity","5","2","0.0146"
"2025","4","2","9","age_group","18-64","94","0.6861"
"2025","4","2","9","age_group","65-84","35","0.2555"
"2025","4","2","9","age_group","<18","2","0.0146"
"2025","4","2","9","age_group","UNKNOWN","6","0.0438"
"2025","4","2","9","arrival_mode","ground_ambulance","24","0.1752"
"2025","4","2","9","arrival_mode","self_presented","113","0.8248"
"2025","4","2","9","behavioral_health_flag","0","134","0.9781"
"2025","4","2","9","behavioral_health_flag","1","3","0.0219"
"2025","4","2","9","complexity_bucket","critical_care","5","0.0365"
"2025","4","2","9","complexity_bucket","high","37","0.2701"
"2025","4","2","9","complexity_bucket","low","10","0.0730"
"2025","4","2","9","complexity_bucket","moderate","28","0.2044"
"2025","4","2","9","complexity_bucket","straightforward","4","0.0292"
"2025","4","2","9","complexity_bucket","UNKNOWN","53","0.3869"
"2025","4","2","10","acuity","2","34","0.2556"
"2025","4","2","10","acuity","3","76","0.5714"
"2025","4","2","10","acuity","4","21","0.1579"
"2025","4","2","10","acuity","5","2","0.0150"
"2025","4","2","10","age_group","18-64","86","0.6466"
"2025","4","2","10","age_group","65-84","26","0.1955"
"2025","4","2","10","age_group","85+","7","0.0526"
"2025","4","2","10","age_group","<18","5","0.0376"
"2025","4","2","10","age_group","UNKNOWN","9","0.0677"
"2025","4","2","10","arrival_mode","ground_ambulance","22","0.1654"
"2025","4","2","10","arrival_mode","self_presented","111","0.8346"
"2025","4","2","10","behavioral_health_flag","0","131","0.9850"
"2025","4","2","10","behavioral_health_flag","1","2","0.0150"
"2025","4","2","10","complexity_bucket","critical_care","3","0.0226"
"2025","4","2","10","complexity_bucket","high","38","0.2857"
"2025","4","2","10","complexity_bucket","low","9","0.0677"
"2025","4","2","10","complexity_bucket","moderate","25","0.1880"
"2025","4","2","10","complexity_bucket","straightforward","1","0.0075"
"2025","4","2","10","complexity_bucket","UNKNOWN","57","0.4286"
"2025","4","2","11","acuity","2","47","0.2500"
"2025","4","2","11","acuity","3","108","0.5745"
"2025","4","2","11","acuity","4","27","0.1436"
"2025","4","2","11","acuity","5","4","0.0213"
"2025","4","2","11","acuity","UNKNOWN","2","0.0106"
"2025","4","2","11","age_group","18-64","101","0.5372"
"2025","4","2","11","age_group","65-84","60","0.3191"
"2025","4","2","11","age_group","85+","8","0.0426"
"2025","4","2","11","age_group","<18","7","0.0372"
"2025","4","2","11","age_group","UNKNOWN","12","0.0638"
"2025","4","2","11","arrival_mode","ground_ambulance","40","0.2128"
"2025","4","2","11","arrival_mode","hospital_transport","1","0.0053"
"2025","4","2","11","arrival_mode","other_unknown","1","0.0053"
"2025","4","2","11","arrival_mode","police_custody","1","0.0053"
"2025","4","2","11","arrival_mode","self_presented","145","0.7713"
"2025","4","2","11","behavioral_health_flag","0","187","0.9947"
"2025","4","2","11","behavioral_health_flag","1","1","0.0053"
"2025","4","2","11","complexity_bucket","critical_care","7","0.0372"
"2025","4","2","11","complexity_bucket","high","56","0.2979"
"2025","4","2","11","complexity_bucket","low","13","0.0691"
"2025","4","2","11","complexity_bucket","minimal","1","0.0053"
"2025","4","2","11","complexity_bucket","moderate","29","0.1543"
"2025","4","2","11","complexity_bucket","straightforward","2","0.0106"
"2025","4","2","11","complexity_bucket","UNKNOWN","80","0.4255"
"2025","4","2","12","acuity","2","48","0.3019"
"2025","4","2","12","acuity","3","90","0.5660"
"2025","4","2","12","acuity","4","17","0.1069"
"2025","4","2","12","acuity","5","1","0.0063"
"2025","4","2","12","acuity","UNKNOWN","3","0.0189"
"2025","4","2","12","age_group","18-64","98","0.6164"
"2025","4","2","12","age_group","65-84","39","0.2453"
"2025","4","2","12","age_group","85+","10","0.0629"
"2025","4","2","12","age_group","<18","1","0.0063"
"2025","4","2","12","age_group","UNKNOWN","11","0.0692"
"2025","4","2","12","arrival_mode","ground_ambulance","31","0.1950"
"2025","4","2","12","arrival_mode","police_custody","2","0.0126"
"2025","4","2","12","arrival_mode","self_presented","126","0.7925"
"2025","4","2","12","behavioral_health_flag","0","153","0.9623"
"2025","4","2","12","behavioral_health_flag","1","6","0.0377"
"2025","4","2","12","complexity_bucket","critical_care","4","0.0252"
"2025","4","2","12","complexity_bucket","high","43","0.2704"
"2025","4","2","12","complexity_bucket","low","14","0.0881"
"2025","4","2","12","complexity_bucket","minimal","1","0.0063"
"2025","4","2","12","complexity_bucket","moderate","28","0.1761"
"2025","4","2","12","complexity_bucket","straightforward","1","0.0063"
"2025","4","2","12","complexity_bucket","UNKNOWN","68","0.4277"
"2025","4","2","13","acuity","2","48","0.2963"
"2025","4","2","13","acuity","3","88","0.5432"
"2025","4","2","13","acuity","4","22","0.1358"
"2025","4","2","13","acuity","5","2","0.0123"
"2025","4","2","13","acuity","UNKNOWN","2","0.0123"
"2025","4","2","13","age_group","18-64","111","0.6852"
"2025","4","2","13","age_group","65-84","32","0.1975"
"2025","4","2","13","age_group","85+","10","0.0617"
"2025","4","2","13","age_group","<18","4","0.0247"
"2025","4","2","13","age_group","UNKNOWN","5","0.0309"
"2025","4","2","13","arrival_mode","ground_ambulance","25","0.1543"
"2025","4","2","13","arrival_mode","other_unknown","1","0.0062"
"2025","4","2","13","arrival_mode","police_custody","2","0.0123"
"2025","4","2","13","arrival_mode","self_presented","134","0.8272"
"2025","4","2","13","behavioral_health_flag","0","158","0.9753"
"2025","4","2","13","behavioral_health_flag","1","4","0.0247"
"2025","4","2","13","complexity_bucket","critical_care","2","0.0123"
"2025","4","2","13","complexity_bucket","high","55","0.3395"
"2025","4","2","13","complexity_bucket","low","15","0.0926"
"2025","4","2","13","complexity_bucket","moderate","30","0.1852"
"2025","4","2","13","complexity_bucket","straightforward","4","0.0247"
"2025","4","2","13","complexity_bucket","UNKNOWN","56","0.3457"
"2025","4","2","14","acuity","2","48","0.3288"
"2025","4","2","14","acuity","3","79","0.5411"
"2025","4","2","14","acuity","4","17","0.1164"
"2025","4","2","14","acuity","UNKNOWN","2","0.0137"
"2025","4","2","14","age_group","18-64","93","0.6370"
"2025","4","2","14","age_group","65-84","35","0.2397"
"2025","4","2","14","age_group","85+","9","0.0616"
"2025","4","2","14","age_group","<18","2","0.0137"
"2025","4","2","14","age_group","UNKNOWN","7","0.0479"
"2025","4","2","14","arrival_mode","ground_ambulance","26","0.1781"
"2025","4","2","14","arrival_mode","hospital_transport","1","0.0068"
"2025","4","2","14","arrival_mode","self_presented","119","0.8151"
"2025","4","2","14","behavioral_health_flag","0","145","0.9932"
"2025","4","2","14","behavioral_health_flag","1","1","0.0068"
"2025","4","2","14","complexity_bucket","critical_care","8","0.0548"
"2025","4","2","14","complexity_bucket","high","45","0.3082"
"2025","4","2","14","complexity_bucket","low","10","0.0685"
"2025","4","2","14","complexity_bucket","moderate","28","0.1918"
"2025","4","2","14","complexity_bucket","straightforward","1","0.0068"
"2025","4","2","14","complexity_bucket","UNKNOWN","54","0.3699"
"2025","4","2","15","acuity","2","44","0.2895"
"2025","4","2","15","acuity","3","81","0.5329"
"2025","4","2","15","acuity","4","22","0.1447"
"2025","4","2","15","acuity","UNKNOWN","5","0.0329"
"2025","4","2","15","age_group","18-64","105","0.6908"
"2025","4","2","15","age_group","65-84","32","0.2105"
"2025","4","2","15","age_group","85+","7","0.0461"
"2025","4","2","15","age_group","<18","3","0.0197"
"2025","4","2","15","age_group","UNKNOWN","5","0.0329"
"2025","4","2","15","arrival_mode","ground_ambulance","23","0.1513"
"2025","4","2","15","arrival_mode","other_unknown","1","0.0066"
"2025","4","2","15","arrival_mode","self_presented","128","0.8421"
"2025","4","2","15","behavioral_health_flag","0","151","0.9934"
"2025","4","2","15","behavioral_health_flag","1","1","0.0066"
"2025","4","2","15","complexity_bucket","critical_care","8","0.0526"
"2025","4","2","15","complexity_bucket","high","42","0.2763"
"2025","4","2","15","complexity_bucket","low","21","0.1382"
"2025","4","2","15","complexity_bucket","moderate","28","0.1842"
"2025","4","2","15","complexity_bucket","UNKNOWN","53","0.3487"
"2025","4","2","16","acuity","1","2","0.0146"
"2025","4","2","16","acuity","2","47","0.3431"
"2025","4","2","16","acuity","3","74","0.5401"
"2025","4","2","16","acuity","4","12","0.0876"
"2025","4","2","16","acuity","5","2","0.0146"
"2025","4","2","16","age_group","18-64","79","0.5766"
"2025","4","2","16","age_group","65-84","38","0.2774"
"2025","4","2","16","age_group","85+","10","0.0730"
"2025","4","2","16","age_group","<18","2","0.0146"
"2025","4","2","16","age_group","UNKNOWN","8","0.0584"
"2025","4","2","16","arrival_mode","ground_ambulance","23","0.1679"
"2025","4","2","16","arrival_mode","other_unknown","1","0.0073"
"2025","4","2","16","arrival_mode","police_custody","2","0.0146"
"2025","4","2","16","arrival_mode","self_presented","111","0.8102"
"2025","4","2","16","behavioral_health_flag","0","135","0.9854"
"2025","4","2","16","behavioral_health_flag","1","2","0.0146"
"2025","4","2","16","complexity_bucket","critical_care","2","0.0146"
"2025","4","2","16","complexity_bucket","high","44","0.3212"
"2025","4","2","16","complexity_bucket","low","22","0.1606"
"2025","4","2","16","complexity_bucket","moderate","20","0.1460"
"2025","4","2","16","complexity_bucket","straightforward","1","0.0073"
"2025","4","2","16","complexity_bucket","UNKNOWN","48","0.3504"
"2025","4","2","17","acuity","2","36","0.2535"
"2025","4","2","17","acuity","3","83","0.5845"
"2025","4","2","17","acuity","4","20","0.1408"
"2025","4","2","17","acuity","5","1","0.0070"
"2025","4","2","17","acuity","UNKNOWN","2","0.0141"
"2025","4","2","17","age_group","18-64","100","0.7042"
"2025","4","2","17","age_group","65-84","24","0.1690"
"2025","4","2","17","age_group","85+","7","0.0493"
"2025","4","2","17","age_group","<18","5","0.0352"
"2025","4","2","17","age_group","UNKNOWN","6","0.0423"
"2025","4","2","17","arrival_mode","ground_ambulance","22","0.1549"
"2025","4","2","17","arrival_mode","self_presented","120","0.8451"
"2025","4","2","17","behavioral_health_flag","0","139","0.9789"
"2025","4","2","17","behavioral_health_flag","1","3","0.0211"
"2025","4","2","17","complexity_bucket","critical_care","2","0.0141"
"2025","4","2","17","complexity_bucket","high","44","0.3099"
"2025","4","2","17","complexity_bucket","low","21","0.1479"
"2025","4","2","17","complexity_bucket","moderate","17","0.1197"
"2025","4","2","17","complexity_bucket","straightforward","2","0.0141"
"2025","4","2","17","complexity_bucket","UNKNOWN","56","0.3944"
"2025","4","2","18","acuity","2","42","0.3043"
"2025","4","2","18","acuity","3","71","0.5145"
"2025","4","2","18","acuity","4","22","0.1594"
"2025","4","2","18","acuity","5","1","0.0072"
"2025","4","2","18","acuity","UNKNOWN","2","0.0145"
"2025","4","2","18","age_group","18-64","91","0.6594"
"2025","4","2","18","age_group","65-84","25","0.1812"
"2025","4","2","18","age_group","85+","6","0.0435"
"2025","4","2","18","age_group","<18","9","0.0652"
"2025","4","2","18","age_group","UNKNOWN","7","0.0507"
"2025","4","2","18","arrival_mode","ground_ambulance","34","0.2464"
"2025","4","2","18","arrival_mode","police_custody","2","0.0145"
"2025","4","2","18","arrival_mode","self_presented","102","0.7391"
"2025","4","2","18","behavioral_health_flag","0","137","0.9928"
"2025","4","2","18","behavioral_health_flag","1","1","0.0072"
"2025","4","2","18","complexity_bucket","critical_care","5","0.0362"
"2025","4","2","18","complexity_bucket","high","47","0.3406"
"2025","4","2","18","complexity_bucket","low","13","0.0942"
"2025","4","2","18","complexity_bucket","moderate","16","0.1159"
"2025","4","2","18","complexity_bucket","straightforward","2","0.0145"
"2025","4","2","18","complexity_bucket","UNKNOWN","55","0.3986"
"2025","4","2","19","acuity","2","54","0.3253"
"2025","4","2","19","acuity","3","89","0.5361"
"2025","4","2","19","acuity","4","19","0.1145"
"2025","4","2","19","acuity","5","3","0.0181"
"2025","4","2","19","acuity","UNKNOWN","1","0.0060"
"2025","4","2","19","age_group","18-64","123","0.7410"
"2025","4","2","19","age_group","65-84","31","0.1867"
"2025","4","2","19","age_group","85+","7","0.0422"
"2025","4","2","19","age_group","<18","2","0.0120"
"2025","4","2","19","age_group","UNKNOWN","3","0.0181"
"2025","4","2","19","arrival_mode","ground_ambulance","34","0.2048"
"2025","4","2","19","arrival_mode","other_unknown","1","0.0060"
"2025","4","2","19","arrival_mode","self_presented","131","0.7892"
"2025","4","2","19","behavioral_health_flag","0","159","0.9578"
"2025","4","2","19","behavioral_health_flag","1","7","0.0422"
"2025","4","2","19","complexity_bucket","critical_care","9","0.0542"
"2025","4","2","19","complexity_bucket","high","55","0.3313"
"2025","4","2","19","complexity_bucket","low","18","0.1084"
"2025","4","2","19","complexity_bucket","moderate","23","0.1386"
"2025","4","2","19","complexity_bucket","straightforward","2","0.0120"
"2025","4","2","19","complexity_bucket","UNKNOWN","59","0.3554"
"2025","4","2","20","acuity","1","1","0.0069"
"2025","4","2","20","acuity","2","33","0.2292"
"2025","4","2","20","acuity","3","79","0.5486"
"2025","4","2","20","acuity","4","24","0.1667"
"2025","4","2","20","acuity","5","2","0.0139"
"2025","4","2","20","acuity","UNKNOWN","5","0.0347"
"2025","4","2","20","age_group","18-64","101","0.7014"
"2025","4","2","20","age_group","65-84","22","0.1528"
"2025","4","2","20","age_group","85+","11","0.0764"
"2025","4","2","20","age_group","<18","7","0.0486"
"2025","4","2","20","age_group","UNKNOWN","3","0.0208"
"2025","4","2","20","arrival_mode","ground_ambulance","43","0.2986"
"2025","4","2","20","arrival_mode","other_unknown","3","0.0208"
"2025","4","2","20","arrival_mode","self_presented","98","0.6806"
"2025","4","2","20","behavioral_health_flag","0","141","0.9792"
"2025","4","2","20","behavioral_health_flag","1","3","0.0208"
"2025","4","2","20","complexity_bucket","critical_care","9","0.0625"
"2025","4","2","20","complexity_bucket","high","52","0.3611"
"2025","4","2","20","complexity_bucket","low","11","0.0764"
"2025","4","2","20","complexity_bucket","moderate","17","0.1181"
"2025","4","2","20","complexity_bucket","straightforward","3","0.0208"
"2025","4","2","20","complexity_bucket","UNKNOWN","52","0.3611"
"2025","4","2","21","acuity","1","1","0.0093"
"2025","4","2","21","acuity","2","33","0.3084"
"2025","4","2","21","acuity","3","57","0.5327"
"2025","4","2","21","acuity","4","15","0.1402"
"2025","4","2","21","acuity","5","1","0.0093"
"2025","4","2","21","age_group","18-64","71","0.6636"
"2025","4","2","21","age_group","65-84","19","0.1776"
"2025","4","2","21","age_group","85+","3","0.0280"
"2025","4","2","21","age_group","<18","9","0.0841"
"2025","4","2","21","age_group","UNKNOWN","5","0.0467"
"2025","4","2","21","arrival_mode","ground_ambulance","25","0.2336"
"2025","4","2","21","arrival_mode","self_presented","82","0.7664"
"2025","4","2","21","behavioral_health_flag","0","106","0.9907"
"2025","4","2","21","behavioral_health_flag","1","1","0.0093"
"2025","4","2","21","complexity_bucket","critical_care","8","0.0748"
"2025","4","2","21","complexity_bucket","high","30","0.2804"
"2025","4","2","21","complexity_bucket","low","6","0.0561"
"2025","4","2","21","complexity_bucket","moderate","14","0.1308"
"2025","4","2","21","complexity_bucket","straightforward","3","0.0280"
"2025","4","2","21","complexity_bucket","UNKNOWN","46","0.4299"
"2025","4","2","22","acuity","1","1","0.0110"
"2025","4","2","22","acuity","2","26","0.2857"
"2025","4","2","22","acuity","3","49","0.5385"
"2025","4","2","22","acuity","4","15","0.1648"
"2025","4","2","22","age_group","18-64","70","0.7692"
"2025","4","2","22","age_group","65-84","6","0.0659"
"2025","4","2","22","age_group","85+","9","0.0989"
"2025","4","2","22","age_group","<18","3","0.0330"
"2025","4","2","22","age_group","UNKNOWN","3","0.0330"
"2025","4","2","22","arrival_mode","ground_ambulance","25","0.2747"
"2025","4","2","22","arrival_mode","self_presented","66","0.7253"
"2025","4","2","22","behavioral_health_flag","0","90","0.9890"
"2025","4","2","22","behavioral_health_flag","1","1","0.0110"
"2025","4","2","22","complexity_bucket","critical_care","11","0.1209"
"2025","4","2","22","complexity_bucket","high","25","0.2747"
"2025","4","2","22","complexity_bucket","low","9","0.0989"
"2025","4","2","22","complexity_bucket","moderate","13","0.1429"
"2025","4","2","22","complexity_bucket","straightforward","1","0.0110"
"2025","4","2","22","complexity_bucket","UNKNOWN","32","0.3516"
"2025","4","2","23","acuity","2","22","0.2619"
"2025","4","2","23","acuity","3","47","0.5595"
"2025","4","2","23","acuity","4","10","0.1190"
"2025","4","2","23","acuity","5","2","0.0238"
"2025","4","2","23","acuity","UNKNOWN","3","0.0357"
"2025","4","2","23","age_group","18-64","62","0.7381"
"2025","4","2","23","age_group","65-84","13","0.1548"
"2025","4","2","23","age_group","<18","4","0.0476"
"2025","4","2","23","age_group","UNKNOWN","5","0.0595"
"2025","4","2","23","arrival_mode","ground_ambulance","14","0.1667"
"2025","4","2","23","arrival_mode","other_unknown","2","0.0238"
"2025","4","2","23","arrival_mode","police_custody","1","0.0119"
"2025","4","2","23","arrival_mode","self_presented","67","0.7976"
"2025","4","2","23","behavioral_health_flag","0","82","0.9762"
"2025","4","2","23","behavioral_health_flag","1","2","0.0238"
"2025","4","2","23","complexity_bucket","critical_care","4","0.0476"
"2025","4","2","23","complexity_bucket","high","29","0.3452"
"2025","4","2","23","complexity_bucket","low","9","0.1071"
"2025","4","2","23","complexity_bucket","moderate","9","0.1071"
"2025","4","2","23","complexity_bucket","straightforward","1","0.0119"
"2025","4","2","23","complexity_bucket","UNKNOWN","32","0.3810"
"2025","4","3","0","acuity","1","1","0.0135"
"2025","4","3","0","acuity","2","21","0.2838"
"2025","4","3","0","acuity","3","37","0.5000"
"2025","4","3","0","acuity","4","12","0.1622"
"2025","4","3","0","acuity","UNKNOWN","3","0.0405"
"2025","4","3","0","age_group","18-64","52","0.7027"
"2025","4","3","0","age_group","65-84","15","0.2027"
"2025","4","3","0","age_group","<18","3","0.0405"
"2025","4","3","0","age_group","UNKNOWN","4","0.0541"
"2025","4","3","0","arrival_mode","ground_ambulance","18","0.2432"
"2025","4","3","0","arrival_mode","self_presented","56","0.7568"
"2025","4","3","0","behavioral_health_flag","0","71","0.9595"
"2025","4","3","0","behavioral_health_flag","1","3","0.0405"
"2025","4","3","0","complexity_bucket","critical_care","5","0.0676"
"2025","4","3","0","complexity_bucket","high","17","0.2297"
"2025","4","3","0","complexity_bucket","low","11","0.1486"
"2025","4","3","0","complexity_bucket","moderate","8","0.1081"
"2025","4","3","0","complexity_bucket","UNKNOWN","33","0.4459"
"2025","4","3","1","acuity","1","1","0.0250"
"2025","4","3","1","acuity","2","8","0.2000"
"2025","4","3","1","acuity","3","26","0.6500"
"2025","4","3","1","acuity","4","4","0.1000"
"2025","4","3","1","acuity","5","1","0.0250"
"2025","4","3","1","age_group","18-64","29","0.7250"
"2025","4","3","1","age_group","65-84","6","0.1500"
"2025","4","3","1","age_group","85+","2","0.0500"
"2025","4","3","1","age_group","UNKNOWN","3","0.0750"
"2025","4","3","1","arrival_mode","ground_ambulance","14","0.3500"
"2025","4","3","1","arrival_mode","self_presented","26","0.6500"
"2025","4","3","1","behavioral_health_flag","0","38","0.9500"
"2025","4","3","1","behavioral_health_flag","1","2","0.0500"
"2025","4","3","1","complexity_bucket","critical_care","6","0.1500"
"2025","4","3","1","complexity_bucket","high","9","0.2250"
"2025","4","3","1","complexity_bucket","low","4","0.1000"
"2025","4","3","1","complexity_bucket","moderate","9","0.2250"
"2025","4","3","1","complexity_bucket","UNKNOWN","12","0.3000"
"2025","4","3","2","acuity","1","1","0.0217"
"2025","4","3","2","acuity","2","15","0.3261"
"2025","4","3","2","acuity","3","26","0.5652"
"2025","4","3","2","acuity","4","4","0.0870"
"2025","4","3","2","age_group","18-64","36","0.7826"
"2025","4","3","2","age_group","65-84","5","0.1087"
"2025","4","3","2","age_group","85+","2","0.0435"
"2025","4","3","2","age_group","<18","3","0.0652"
"2025","4","3","2","arrival_mode","ground_ambulance","17","0.3696"
"2025","4","3","2","arrival_mode","self_presented","29","0.6304"
"2025","4","3","2","behavioral_health_flag","0","46","1.0000"
"2025","4","3","2","complexity_bucket","critical_care","3","0.0652"
"2025","4","3","2","complexity_bucket","high","18","0.3913"
"2025","4","3","2","complexity_bucket","low","4","0.0870"
"2025","4","3","2","complexity_bucket","moderate","7","0.1522"
"2025","4","3","2","complexity_bucket","UNKNOWN","14","0.3043"
"2025","4","3","3","acuity","1","1","0.0204"
"2025","4","3","3","acuity","2","12","0.2449"
"2025","4","3","3","acuity","3","28","0.5714"
"2025","4","3","3","acuity","4","8","0.1633"
"2025","4","3","3","age_group","18-64","36","0.7347"
"2025","4","3","3","age_group","65-84","10","0.2041"
"2025","4","3","3","age_group","85+","1","0.0204"
"2025","4","3","3","age_group","<18","1","0.0204"
"2025","4","3","3","age_group","UNKNOWN","1","0.0204"
"2025","4","3","3","arrival_mode","ground_ambulance","15","0.3061"
"2025","4","3","3","arrival_mode","self_presented","34","0.6939"
"2025","4","3","3","behavioral_health_flag","0","49","1.0000"
"2025","4","3","3","complexity_bucket","critical_care","3","0.0612"
"2025","4","3","3","complexity_bucket","high","16","0.3265"
"2025","4","3","3","complexity_bucket","low","7","0.1429"
"2025","4","3","3","complexity_bucket","moderate","7","0.1429"
"2025","4","3","3","complexity_bucket","UNKNOWN","16","0.3265"
"2025","4","3","4","acuity","1","1","0.0278"
"2025","4","3","4","acuity","2","8","0.2222"
"2025","4","3","4","acuity","3","22","0.6111"
"2025","4","3","4","acuity","4","5","0.1389"
"2025","4","3","4","age_group","18-64","27","0.7500"
"2025","4","3","4","age_group","65-84","6","0.1667"
"2025","4","3","4","age_group","85+","2","0.0556"
"2025","4","3","4","age_group","<18","1","0.0278"
"2025","4","3","4","arrival_mode","ground_ambulance","10","0.2778"
"2025","4","3","4","arrival_mode","self_presented","26","0.7222"
"2025","4","3","4","behavioral_health_flag","0","34","0.9444"
"2025","4","3","4","behavioral_health_flag","1","2","0.0556"
"2025","4","3","4","complexity_bucket","critical_care","2","0.0556"
"2025","4","3","4","complexity_bucket","high","14","0.3889"
"2025","4","3","4","complexity_bucket","low","3","0.0833"
"2025","4","3","4","complexity_bucket","moderate","5","0.1389"
"2025","4","3","4","complexity_bucket","straightforward","1","0.0278"
